model,shaft_total_s,shaft_total_comm_gb,shaft_linear_s,shaft_linear_comm_gb,shaft_nonlin_s,shaft_nonlin_comm_gb,shaft_silu_s,shaft_silu_comm_gb,brillm_linear_s,brillm_linear_comm_gb,brillm_nonlin_s,brillm_nonlin_comm_gb,brillm_silu_s,brillm_silu_comm_gb,brillm_total_s,brillm_total_comm_gb,online_speedup,online_comm_less
"LLaMA-2-7B, seq=8, 32 layers projected from 8 layers",169.85781979560852,109.24128782749176,148.02799701690674,104.498046875,21.829822778701782,4.74324095249176,2.795781135559082,2.4775390625,45.03613376000002,51.906609151999994,18.812130212783813,2.3076940774917603,0.1506195068359375,0.0419921875,63.84826397278383,54.214303229491755,2.66033575898027,2.0149901653271853
