model,shaft_total_s,shaft_total_comm_gb,shaft_linear_s,shaft_linear_comm_gb,shaft_nonlin_s,shaft_nonlin_comm_gb,shaft_gelu_s,shaft_gelu_comm_gb,brillm_linear_s,brillm_linear_comm_gb,brillm_nonlin_s,brillm_nonlin_comm_gb,brillm_gelu_s,brillm_gelu_comm_gb,brillm_total_s,brillm_total_comm_gb,online_speedup,online_comm_less
"BERT-base, 12 layers",20.637616634368896,10.4926997423172,8.100549697875977,1.5205535888671875,12.53706693649292,8.972146153450012,2.8973445892333984,4.1484375,0.38361695999999795,0.8115978239999999,9.707722347259521,4.8937086534500125,0.068,0.07,10.091339307259519,5.705306477450012,2.0450820258835796,1.8391123743814923
