label,op,count,time_ms,comm_mb,bw_gbps
bert_W_QKV,W_Q/K/V,36,74.57399999999897,198.18086399999999,21.26004923968168
bert_W_O,W_O,12,24.624719999999634,66.060288,21.46145434344057
bert_W_1,W_1,12,115.66176000000006,235.9296,16.31858965314032
bert_W_2,W_2,12,135.23903999999973,264.241152,15.631057540781153
bert_QKT,Q@K^T,144,14.669279999999807,18.874367999999997,10.29327574359491
bert_scoresV,scores@V,144,18.848159999999755,28.311552,12.016685766674462
