label,op,count,time_ms,comm_mb,bw_gbps
llama_W_QKV,W_Q/K/V,96,9025.536000000002,12910.067712,11.443147719537096
llama_W_O,W_O,32,3015.7632,4303.355904,11.415633439654679
llama_W_gateup,W_gate/up,64,15644.025600000003,23102.226432,11.813954808153724
llama_W_down,W_down,32,7822.352,11565.268992,11.827919778603674
llama_QKT,Q@K^T,1024,72.14079999999957,16.777216,1.860496806245575
llama_scoresV,scores@V,1024,51.87583999999931,8.912896,1.3744966442953204
