node,module,input_shape,output_shape,count,time_ms_sum,time_ms_avg,comm_mb_sum,comm_mb_avg,rounds_sum,rounds_avg
/lm_head/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 32000)]","(1, 8, 32000)",1,2659.218073,2659.218073,2000.5,2000.5,1.0,1.0
/model/layers.7/mlp/down_proj/MatMul_output_0,MatMul,"[(1, 8, 11008), (11008, 4096)]","(1, 8, 4096)",1,986.18865,986.18865,689.34375,689.34375,1.0,1.0
/model/layers.5/mlp/up_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 11008)]","(1, 8, 11008)",1,966.412783,966.412783,688.5,688.5,1.0,1.0
/model/layers.4/mlp/up_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 11008)]","(1, 8, 11008)",1,960.506916,960.506916,688.5,688.5,1.0,1.0
/model/layers.7/mlp/up_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 11008)]","(1, 8, 11008)",1,959.66959,959.66959,688.5,688.5,1.0,1.0
/model/layers.3/mlp/down_proj/MatMul_output_0,MatMul,"[(1, 8, 11008), (11008, 4096)]","(1, 8, 4096)",1,959.299326,959.299326,689.34375,689.34375,1.0,1.0
/model/layers.1/mlp/down_proj/MatMul_output_0,MatMul,"[(1, 8, 11008), (11008, 4096)]","(1, 8, 4096)",1,949.335098,949.335098,689.34375,689.34375,1.0,1.0
/model/layers.2/mlp/down_proj/MatMul_output_0,MatMul,"[(1, 8, 11008), (11008, 4096)]","(1, 8, 4096)",1,946.024418,946.024418,689.34375,689.34375,1.0,1.0
/model/layers.5/mlp/down_proj/MatMul_output_0,MatMul,"[(1, 8, 11008), (11008, 4096)]","(1, 8, 4096)",1,944.186211,944.186211,689.34375,689.34375,1.0,1.0
/model/layers.2/mlp/gate_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 11008)]","(1, 8, 11008)",1,939.375639,939.375639,688.5,688.5,1.0,1.0
/model/layers.7/mlp/gate_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 11008)]","(1, 8, 11008)",1,939.196587,939.196587,688.5,688.5,1.0,1.0
/model/layers.1/mlp/up_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 11008)]","(1, 8, 11008)",1,935.890198,935.890198,688.5,688.5,1.0,1.0
/model/layers.6/mlp/down_proj/MatMul_output_0,MatMul,"[(1, 8, 11008), (11008, 4096)]","(1, 8, 4096)",1,932.762384,932.762384,689.34375,689.34375,1.0,1.0
/model/layers.0/mlp/up_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 11008)]","(1, 8, 11008)",1,932.299852,932.299852,688.5,688.5,1.0,1.0
/model/layers.1/mlp/gate_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 11008)]","(1, 8, 11008)",1,930.481434,930.481434,688.5,688.5,1.0,1.0
/model/layers.4/mlp/gate_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 11008)]","(1, 8, 11008)",1,924.43347,924.43347,688.5,688.5,1.0,1.0
/model/layers.3/mlp/up_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 11008)]","(1, 8, 11008)",1,904.205561,904.205561,688.5,688.5,1.0,1.0
/model/layers.6/mlp/gate_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 11008)]","(1, 8, 11008)",1,898.63348,898.63348,688.5,688.5,1.0,1.0
/model/layers.5/mlp/gate_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 11008)]","(1, 8, 11008)",1,893.561363,893.561363,688.5,688.5,1.0,1.0
/model/layers.3/mlp/gate_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 11008)]","(1, 8, 11008)",1,882.901907,882.901907,688.5,688.5,1.0,1.0
/model/layers.2/mlp/up_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 11008)]","(1, 8, 11008)",1,873.172283,873.172283,688.5,688.5,1.0,1.0
/model/layers.6/mlp/up_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 11008)]","(1, 8, 11008)",1,844.704628,844.704628,688.5,688.5,1.0,1.0
/model/layers.4/mlp/down_proj/MatMul_output_0,MatMul,"[(1, 8, 11008), (11008, 4096)]","(1, 8, 4096)",1,840.759516,840.759516,689.34375,689.34375,1.0,1.0
/model/layers.0/mlp/down_proj/MatMul_output_0,MatMul,"[(1, 8, 11008), (11008, 4096)]","(1, 8, 4096)",1,827.287197,827.287197,689.34375,689.34375,1.0,1.0
/model/layers.0/mlp/gate_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 11008)]","(1, 8, 11008)",1,820.741415,820.741415,688.5,688.5,1.0,1.0
/model/layers.5/self_attn/k_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 4096)]","(1, 8, 4096)",1,373.859167,373.859167,256.5,256.5,1.0,1.0
/model/layers.5/self_attn/v_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 4096)]","(1, 8, 4096)",1,369.716167,369.716167,256.5,256.5,1.0,1.0
/model/layers.3/self_attn/o_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 4096)]","(1, 8, 4096)",1,369.367123,369.367123,256.5,256.5,1.0,1.0
/model/layers.5/self_attn/q_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 4096)]","(1, 8, 4096)",1,368.77656,368.77656,256.5,256.5,1.0,1.0
/model/layers.3/self_attn/q_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 4096)]","(1, 8, 4096)",1,367.688417,367.688417,256.5,256.5,1.0,1.0
/model/layers.5/self_attn/o_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 4096)]","(1, 8, 4096)",1,367.301941,367.301941,256.5,256.5,1.0,1.0
