model,shaft_total_s,shaft_total_comm_gb,shaft_linear_s,shaft_linear_comm_gb,shaft_nonlin_s,shaft_nonlin_comm_gb,shaft_silu_s,shaft_silu_comm_gb,brillm_linear_s,brillm_linear_comm_gb,brillm_nonlin_s,brillm_nonlin_comm_gb,brillm_silu_s,brillm_silu_comm_gb,brillm_total_s,brillm_total_comm_gb,online_speedup,online_comm_less
"LLaMA-2-7B, seq=8, 32 layers projected from 8 layers",170.1527464389801,109.24128782749176,149.18902206420898,104.498046875,20.963724374771118,4.74324095249176,2.7814455032348633,2.4775390625,35.63169344000001,51.906609151999994,18.058486223220825,2.3076940774917603,0.19285202026367188,0.0419921875,53.69017966322083,54.214303229491755,3.1691595652368276,2.0149901653271853
