model,shaft_total_s,shaft_total_comm_gb,shaft_linear_s,shaft_linear_comm_gb,shaft_nonlin_s,shaft_nonlin_comm_gb,shaft_gelu_s,shaft_gelu_comm_gb,brillm_linear_s,brillm_linear_comm_gb,brillm_nonlin_s,brillm_nonlin_comm_gb,brillm_gelu_s,brillm_gelu_comm_gb,brillm_total_s,brillm_total_comm_gb,online_speedup,online_comm_less
"BERT-base, 12 layers",21.57170557975769,10.4926997423172,8.173294305801392,1.5205535888671875,13.398411273956299,8.972146153450012,3.3027114868164062,4.1484375,0.5476747200000004,0.8115978239999999,10.163699787139892,4.8937086534500125,0.068,0.07,10.711374507139892,5.705306477450012,2.013906391320611,1.8391123743814923
