==== bert_W_1 (128,768,3072), iters=500 ====
[PCG] Loaded from /home/ylu18/luoresearch/2PC/results/bert_hybrid_20260505_020113/brillm_dummy_pcg/bert_W_1_party0.bin
[PCG] Matrix: [128×768] × [768×3072] = [128×3072], k=64-bit

╔═══════════════════════════════════════════════════════════╗
║  GPU Matrix Beaver Online                                 ║
║  Y = X × W                                                ║
╠═══════════════════════════════════════════════════════════╣
║  GPU: NVIDIA RTX A6000                               ║
║  Matrix: [128×768] × [768×3072] = [128×3072]                      
║  k_bits: 64                                              ║
║  iterations: 500                                         ║
╚═══════════════════════════════════════════════════════════╝

Iter 61: total=13.47 ms, PRG=0.25 ms, comm=10.68 ms, GEMM=1.02 ms
Iter 62: total=13.50 ms, PRG=0.25 ms, comm=10.71 ms, GEMM=1.02 ms
Iter 63: total=13.45 ms, PRG=0.25 ms, comm=10.68 ms, GEMM=1.02 ms
Iter 64: total=13.60 ms, PRG=0.25 ms, comm=10.81 ms, GEMM=1.02 ms
Iter 65: total=13.39 ms, PRG=0.25 ms, comm=10.61 ms, GEMM=1.02 ms
Iter 66: total=13.55 ms, PRG=0.25 ms, comm=10.76 ms, GEMM=1.02 ms
Iter 67: total=13.40 ms, PRG=0.26 ms, comm=10.60 ms, GEMM=1.01 ms
Iter 68: total=15.12 ms, PRG=0.25 ms, comm=12.33 ms, GEMM=1.02 ms
Iter 69: total=13.34 ms, PRG=0.25 ms, comm=10.56 ms, GEMM=1.01 ms
Iter 70: total=13.56 ms, PRG=0.26 ms, comm=10.77 ms, GEMM=1.01 ms
Iter 71: total=15.03 ms, PRG=0.25 ms, comm=12.24 ms, GEMM=1.01 ms
Iter 72: total=13.35 ms, PRG=0.25 ms, comm=10.58 ms, GEMM=1.01 ms
Iter 73: total=13.48 ms, PRG=0.25 ms, comm=10.71 ms, GEMM=1.01 ms
Iter 74: total=13.63 ms, PRG=0.25 ms, comm=10.85 ms, GEMM=1.01 ms
Iter 75: total=13.56 ms, PRG=0.25 ms, comm=10.78 ms, GEMM=1.01 ms
Iter 76: total=13.39 ms, PRG=0.25 ms, comm=10.57 ms, GEMM=1.02 ms
Iter 77: total=13.55 ms, PRG=0.25 ms, comm=10.77 ms, GEMM=1.00 ms
Iter 78: total=13.57 ms, PRG=0.25 ms, comm=10.77 ms, GEMM=1.03 ms
Iter 79: total=14.97 ms, PRG=0.25 ms, comm=12.16 ms, GEMM=1.02 ms
Iter 80: total=13.38 ms, PRG=0.25 ms, comm=10.59 ms, GEMM=1.02 ms
Iter 81: total=13.44 ms, PRG=0.26 ms, comm=10.65 ms, GEMM=1.02 ms
Iter 82: total=13.55 ms, PRG=0.25 ms, comm=10.77 ms, GEMM=1.01 ms
Iter 83: total=13.38 ms, PRG=0.25 ms, comm=10.61 ms, GEMM=1.02 ms
Iter 84: total=13.41 ms, PRG=0.25 ms, comm=10.62 ms, GEMM=1.02 ms
Iter 85: total=13.45 ms, PRG=0.25 ms, comm=10.69 ms, GEMM=1.00 ms
Iter 86: total=13.49 ms, PRG=0.25 ms, comm=10.69 ms, GEMM=1.03 ms
Iter 87: total=13.22 ms, PRG=0.25 ms, comm=10.43 ms, GEMM=1.01 ms
Iter 88: total=13.39 ms, PRG=0.25 ms, comm=10.59 ms, GEMM=1.03 ms
Iter 89: total=13.61 ms, PRG=0.25 ms, comm=10.82 ms, GEMM=1.02 ms
Iter 90: total=13.46 ms, PRG=0.26 ms, comm=10.70 ms, GEMM=1.00 ms
Iter 91: total=13.34 ms, PRG=0.25 ms, comm=10.57 ms, GEMM=1.01 ms
Iter 92: total=15.17 ms, PRG=0.25 ms, comm=12.38 ms, GEMM=1.01 ms
Iter 93: total=13.61 ms, PRG=0.25 ms, comm=10.83 ms, GEMM=1.01 ms
Iter 94: total=13.64 ms, PRG=0.25 ms, comm=10.85 ms, GEMM=1.03 ms
Iter 95: total=13.47 ms, PRG=0.25 ms, comm=10.70 ms, GEMM=1.00 ms
Iter 96: total=13.53 ms, PRG=0.25 ms, comm=10.76 ms, GEMM=1.01 ms
Iter 97: total=13.46 ms, PRG=0.25 ms, comm=10.66 ms, GEMM=1.02 ms
Iter 98: total=13.23 ms, PRG=0.25 ms, comm=10.46 ms, GEMM=1.01 ms
Iter 99: total=13.59 ms, PRG=0.25 ms, comm=10.80 ms, GEMM=1.02 ms
Iter 100: total=13.67 ms, PRG=0.25 ms, comm=10.88 ms, GEMM=1.02 ms
Iter 101: total=13.22 ms, PRG=0.25 ms, comm=10.44 ms, GEMM=1.01 ms
Iter 102: total=13.41 ms, PRG=0.25 ms, comm=10.64 ms, GEMM=1.01 ms
Iter 103: total=13.54 ms, PRG=0.25 ms, comm=10.77 ms, GEMM=1.01 ms
Iter 104: total=13.58 ms, PRG=0.25 ms, comm=10.80 ms, GEMM=1.01 ms
Iter 105: total=13.57 ms, PRG=0.25 ms, comm=10.77 ms, GEMM=1.02 ms
Iter 106: total=13.42 ms, PRG=0.25 ms, comm=10.65 ms, GEMM=1.01 ms
Iter 107: total=13.34 ms, PRG=0.25 ms, comm=10.55 ms, GEMM=1.02 ms
Iter 108: total=13.45 ms, PRG=0.25 ms, comm=10.67 ms, GEMM=1.01 ms
Iter 109: total=13.65 ms, PRG=0.25 ms, comm=10.88 ms, GEMM=1.01 ms
Iter 110: total=15.08 ms, PRG=0.25 ms, comm=12.30 ms, GEMM=1.01 ms
Iter 111: total=13.39 ms, PRG=0.25 ms, comm=10.62 ms, GEMM=1.01 ms
Iter 112: total=13.53 ms, PRG=0.25 ms, comm=10.76 ms, GEMM=1.01 ms
Iter 113: total=13.42 ms, PRG=0.25 ms, comm=10.61 ms, GEMM=1.02 ms
Iter 114: total=13.50 ms, PRG=0.25 ms, comm=10.72 ms, GEMM=1.01 ms
