label,op,count,time_ms,comm_mb,bw_gbps
gpt2_W_QKV,W_Q/K/V,36,72.63971999999971,198.18086399999999,21.826170475326805
gpt2_W_O,W_O,12,24.768119999999602,66.060288,21.33719894767986
gpt2_W_1,W_1,12,116.25119999999983,235.9296,16.235847888021823
gpt2_W_2,W_2,12,134.8068,264.241152,15.681176439170722
gpt2_QKT,Q@K^T,144,14.744159999999805,18.874367999999997,10.241000097665921
gpt2_scoresV,scores@V,144,18.905759999999773,28.311552,11.980074643918188
