model,shaft_total_s,shaft_total_comm_gb,shaft_linear_s,shaft_linear_comm_gb,shaft_nonlin_s,shaft_nonlin_comm_gb,shaft_gelu_s,shaft_gelu_comm_gb,brillm_linear_s,brillm_linear_comm_gb,brillm_nonlin_s,brillm_nonlin_comm_gb,brillm_gelu_s,brillm_gelu_comm_gb,brillm_total_s,brillm_total_comm_gb,online_speedup,online_comm_less
"GPT2-base, 12 layers",20.676400184631348,11.3086177110672,6.051457643508911,2.053173065185547,14.624942541122437,9.255444645881653,3.250680685043335,4.1484375,0.3821157599999987,0.8115978239999999,11.442261856079101,5.177007145881653,0.068,0.07,11.8243776160791,5.988604969881653,1.7486248203469952,1.8883559306284785
