idx,node,module,input_shape,output_shape,time_ms,comm_mb,rounds
33,/transformer/h.5/attn/MatMul_1_output_0,MatMul,"[(1, 12, 128, 128), (1, 12, 128, 64)]","(1, 12, 128, 64)",13.92889,4.5,1.0
34,/transformer/h.5/attn/c_proj/Gemm_output_0,Gemm,"[(128, 768), (768, 768), (768,)]","(128, 768)",33.017397,10.5,1.0
35,/transformer/h.5/mlp/c_fc/Gemm_output_0,Gemm,"[(128, 768), (768, 3072), (3072,)]","(128, 3072)",107.237101,37.5,1.0
36,/transformer/h.5/mlp/c_proj/Gemm_output_0,Gemm,"[(128, 3072), (3072, 768), (768,)]","(128, 768)",115.390778,42.0,1.0
37,/transformer/h.6/attn/c_attn/Gemm_output_0,Gemm,"[(128, 768), (768, 2304), (2304,)]","(128, 2304)",80.333948,28.5,1.0
38,/transformer/h.6/attn/MatMul_output_0,MatMul,"[(1, 12, 128, 64), (1, 12, 64, 128)]","(1, 12, 128, 128)",10.263443,3.0,1.0
39,/transformer/h.6/attn/MatMul_1_output_0,MatMul,"[(1, 12, 128, 128), (1, 12, 128, 64)]","(1, 12, 128, 64)",14.455318,4.5,1.0
40,/transformer/h.6/attn/c_proj/Gemm_output_0,Gemm,"[(128, 768), (768, 768), (768,)]","(128, 768)",31.815529,10.5,1.0
41,/transformer/h.6/mlp/c_fc/Gemm_output_0,Gemm,"[(128, 768), (768, 3072), (3072,)]","(128, 3072)",106.45628,37.5,1.0
42,/transformer/h.6/mlp/c_proj/Gemm_output_0,Gemm,"[(128, 3072), (3072, 768), (768,)]","(128, 768)",118.183613,42.0,1.0
43,/transformer/h.7/attn/c_attn/Gemm_output_0,Gemm,"[(128, 768), (768, 2304), (2304,)]","(128, 2304)",80.019236,28.5,1.0
44,/transformer/h.7/attn/MatMul_output_0,MatMul,"[(1, 12, 128, 64), (1, 12, 64, 128)]","(1, 12, 128, 128)",9.990931,3.0,1.0
45,/transformer/h.7/attn/MatMul_1_output_0,MatMul,"[(1, 12, 128, 128), (1, 12, 128, 64)]","(1, 12, 128, 64)",14.249563,4.5,1.0
46,/transformer/h.7/attn/c_proj/Gemm_output_0,Gemm,"[(128, 768), (768, 768), (768,)]","(128, 768)",31.837225,10.5,1.0
47,/transformer/h.7/mlp/c_fc/Gemm_output_0,Gemm,"[(128, 768), (768, 3072), (3072,)]","(128, 3072)",106.210947,37.5,1.0
48,/transformer/h.7/mlp/c_proj/Gemm_output_0,Gemm,"[(128, 3072), (3072, 768), (768,)]","(128, 768)",115.026712,42.0,1.0
49,/transformer/h.8/attn/c_attn/Gemm_output_0,Gemm,"[(128, 768), (768, 2304), (2304,)]","(128, 2304)",80.827236,28.5,1.0
50,/transformer/h.8/attn/MatMul_output_0,MatMul,"[(1, 12, 128, 64), (1, 12, 64, 128)]","(1, 12, 128, 128)",10.879278,3.0,1.0
51,/transformer/h.8/attn/MatMul_1_output_0,MatMul,"[(1, 12, 128, 128), (1, 12, 128, 64)]","(1, 12, 128, 64)",13.776302,4.5,1.0
52,/transformer/h.8/attn/c_proj/Gemm_output_0,Gemm,"[(128, 768), (768, 768), (768,)]","(128, 768)",31.73399,10.5,1.0
53,/transformer/h.8/mlp/c_fc/Gemm_output_0,Gemm,"[(128, 768), (768, 3072), (3072,)]","(128, 3072)",104.811907,37.5,1.0
54,/transformer/h.8/mlp/c_proj/Gemm_output_0,Gemm,"[(128, 3072), (3072, 768), (768,)]","(128, 768)",114.877939,42.0,1.0
55,/transformer/h.9/attn/c_attn/Gemm_output_0,Gemm,"[(128, 768), (768, 2304), (2304,)]","(128, 2304)",81.482649,28.5,1.0
56,/transformer/h.9/attn/MatMul_output_0,MatMul,"[(1, 12, 128, 64), (1, 12, 64, 128)]","(1, 12, 128, 128)",9.410381,3.0,1.0
57,/transformer/h.9/attn/MatMul_1_output_0,MatMul,"[(1, 12, 128, 128), (1, 12, 128, 64)]","(1, 12, 128, 64)",14.057159,4.5,1.0
58,/transformer/h.9/attn/c_proj/Gemm_output_0,Gemm,"[(128, 768), (768, 768), (768,)]","(128, 768)",30.840635,10.5,1.0
59,/transformer/h.9/mlp/c_fc/Gemm_output_0,Gemm,"[(128, 768), (768, 3072), (3072,)]","(128, 3072)",107.265711,37.5,1.0
60,/transformer/h.9/mlp/c_proj/Gemm_output_0,Gemm,"[(128, 3072), (3072, 768), (768,)]","(128, 768)",115.076303,42.0,1.0
61,/transformer/h.10/attn/c_attn/Gemm_output_0,Gemm,"[(128, 768), (768, 2304), (2304,)]","(128, 2304)",83.664179,28.5,1.0
62,/transformer/h.10/attn/MatMul_output_0,MatMul,"[(1, 12, 128, 64), (1, 12, 64, 128)]","(1, 12, 128, 128)",10.835886,3.0,1.0
63,/transformer/h.10/attn/MatMul_1_output_0,MatMul,"[(1, 12, 128, 128), (1, 12, 128, 64)]","(1, 12, 128, 64)",14.109612,4.5,1.0
64,/transformer/h.10/attn/c_proj/Gemm_output_0,Gemm,"[(128, 768), (768, 768), (768,)]","(128, 768)",31.558037,10.5,1.0
65,/transformer/h.10/mlp/c_fc/Gemm_output_0,Gemm,"[(128, 768), (768, 3072), (3072,)]","(128, 3072)",105.19743,37.5,1.0
66,/transformer/h.10/mlp/c_proj/Gemm_output_0,Gemm,"[(128, 3072), (3072, 768), (768,)]","(128, 768)",114.743233,42.0,1.0
67,/transformer/h.11/attn/c_attn/Gemm_output_0,Gemm,"[(128, 768), (768, 2304), (2304,)]","(128, 2304)",81.290245,28.5,1.0
68,/transformer/h.11/attn/MatMul_output_0,MatMul,"[(1, 12, 128, 64), (1, 12, 64, 128)]","(1, 12, 128, 128)",10.548353,3.0,1.0
69,/transformer/h.11/attn/MatMul_1_output_0,MatMul,"[(1, 12, 128, 128), (1, 12, 128, 64)]","(1, 12, 128, 64)",13.86404,4.5,1.0
70,/transformer/h.11/attn/c_proj/Gemm_output_0,Gemm,"[(128, 768), (768, 768), (768,)]","(128, 768)",31.116962,10.5,1.0
71,/transformer/h.11/mlp/c_fc/Gemm_output_0,Gemm,"[(128, 768), (768, 3072), (3072,)]","(128, 3072)",107.020617,37.5,1.0
72,/transformer/h.11/mlp/c_proj/Gemm_output_0,Gemm,"[(128, 3072), (3072, 768), (768,)]","(128, 768)",117.237329,42.0,1.0
73,output,MatMul,"[(1, 128, 768), (768, 50257)]","(1, 128, 50257)",1696.511269,590.449219,1.0
