label,op,count,time_ms,comm_mb,bw_gbps
llama_W_QKV,W_Q/K/V,96,11401.977599999998,12910.067712,9.058125293633275
llama_W_O,W_O,32,3835.081600000001,4303.355904,8.976822613630956
llama_W_gateup,W_gate/up,64,19904.806400000005,23102.226432,9.285084604289342
llama_W_down,W_down,32,10009.3184,11565.268992,9.243601635851649
llama_QKT,Q@K^T,1024,86.6816,16.777216,1.5483992911990547
llama_scoresV,scores@V,1024,72.55039999999953,8.912896,0.9828087508821518
