model,shaft_total_s,shaft_total_comm_gb,shaft_linear_s,shaft_linear_comm_gb,shaft_nonlin_s,shaft_nonlin_comm_gb,shaft_silu_s,shaft_silu_comm_gb,brillm_linear_s,brillm_linear_comm_gb,brillm_nonlin_s,brillm_nonlin_comm_gb,brillm_silu_s,brillm_silu_comm_gb,brillm_total_s,brillm_total_comm_gb,online_speedup,online_comm_less
"LLaMA-2-7B, seq=8, 32 layers projected from 8 layers",171.5051748752594,109.24128782749176,150.1299695968628,104.498046875,21.375205278396606,4.74324095249176,2.972018241882324,2.4775390625,45.310416,51.906609151999994,18.713672399520874,2.3076940774917603,0.18844318389892578,0.0419921875,64.02408839952088,54.214303229491755,2.678760122362677,2.0149901653271853
