label,source_log,compact_total_s,compact_comm_gb,bench_latency_s,bench_comm_gb,total_running_time_s,embedding_time_s,matmul_time_s,softmax_time_s,silu_time_s,layernorm_time_s,tanh_time_s,conv_time_s,other_time_s,total_comm_time_s,embedding_comm_time_s,matmul_comm_time_s,softmax_comm_time_s,silu_comm_time_s,layernorm_comm_time_s,tanh_comm_time_s,conv_comm_time_s,other_comm_time_s,total_comm_bytes_gb,embedding_comm_bytes_gb,matmul_comm_bytes_gb,softmax_comm_bytes_gb,silu_comm_bytes_gb,layernorm_comm_bytes_gb,tanh_comm_bytes_gb,conv_comm_bytes_gb,other_comm_bytes_gb,total_comm_rounds,embedding_comm_rounds,matmul_comm_rounds,softmax_comm_rounds,silu_comm_rounds,layernorm_comm_rounds,tanh_comm_rounds,conv_comm_rounds,other_comm_rounds
llama2_fourier,/home/ylu18/luoresearch/2PC/results/llama2_experiment_20260505_034553/shaft_llama2_seq8_8layer_fourier.log,45.32,28.78,45.32,28.78,45.390331983566284,3.352051019668579,37.5324923992157,0.7401797771453857,0.743004560470581,0.0,0.0,0.0,6.365776062011719e-05,18.801712803542614,1.7048179330304265,15.24084731657058,0.3299445458687842,0.5582816931419075,0.0,0.0,0.0,0.9911969560198486,28.778026819229126,1.9569398164749146,26.12451171875,0.02978515625,0.619384765625,0.0,0.0,0.0,0.047405362129211426,1997,2,73,328,152,0,0,0,1442
llama2_d2poly,/home/ylu18/luoresearch/2PC/results/llama2_experiment_20260505_034553/shaft_llama2_seq8_8layer_d2poly.log,44.46,28.17,44.46,28.17,44.70686149597168,3.339965581893921,37.52346920967102,0.7521016597747803,0.047110795974731445,0.0,0.0,0.0,6.222724914550781e-05,18.253914058208466,1.7058120537549257,15.220486090052873,0.3369193486869335,0.022922849748283625,0.0,0.0,0.0,0.9908315879292786,28.169140100479126,1.9569398164749146,26.12451171875,0.02978515625,0.010498046875,0.0,0.0,0.0,0.047405362129211426,1853,2,73,328,8,0,0,0,1442
