label,op,count,time_ms,comm_mb,bw_gbps
bert_W_QKV,W_Q/K/V,36,115.49700000000016,198.18086399999999,13.727169640769871
bert_W_O,W_O,12,37.09787999999989,66.060288,14.245620073168643
bert_W_1,W_1,12,163.0315200000001,235.9296,11.577128152887235
bert_W_2,W_2,12,184.27392000000003,264.241152,11.471667916979241
bert_QKT,Q@K^T,144,21.823200000000316,18.874367999999997,6.919010227647539
bert_scoresV,scores@V,144,33.20063999999969,28.311552,6.8219292158224105
