model,shaft_total_s,shaft_total_comm_gb,shaft_linear_s,shaft_linear_comm_gb,shaft_nonlin_s,shaft_nonlin_comm_gb,shaft_gelu_s,shaft_gelu_comm_gb,brillm_linear_s,brillm_linear_comm_gb,brillm_nonlin_s,brillm_nonlin_comm_gb,brillm_gelu_s,brillm_gelu_comm_gb,brillm_total_s,brillm_total_comm_gb,online_speedup,online_comm_less
"BERT-base, 12 layers",21.783806562423706,10.4926997423172,8.103677749633789,1.5205535888671875,13.680128812789917,8.972146153450012,3.136514902114868,4.1484375,0.5549241600000002,0.8115978239999999,10.611613910675048,4.8937086534500125,0.068,0.07,11.166538070675049,5.705306477450012,1.9508111130370072,1.8391123743814923
