label,op,count,time_ms,comm_mb,bw_gbps
bert_W_QKV,W_Q/K/V,36,73.2797999999993,198.18086399999999,21.63552455110433
bert_W_O,W_O,12,24.692759999999645,66.060288,21.40231808837925
bert_W_1,W_1,12,116.69495999999995,235.9296,16.174107262215955
bert_W_2,W_2,12,133.11528000000004,264.241152,15.880439991562197
bert_QKT,Q@K^T,144,14.719679999999807,18.874367999999997,10.258031696341357
bert_scoresV,scores@V,144,18.89711999999976,28.311552,11.985552084127256
