model,shaft_total_s,shaft_total_comm_gb,shaft_linear_s,shaft_linear_comm_gb,shaft_nonlin_s,shaft_nonlin_comm_gb,shaft_gelu_s,shaft_gelu_comm_gb,brillm_linear_s,brillm_linear_comm_gb,brillm_nonlin_s,brillm_nonlin_comm_gb,brillm_gelu_s,brillm_gelu_comm_gb,brillm_total_s,brillm_total_comm_gb,online_speedup,online_comm_less
"GPT2-base, 12 layers",20.143721103668213,11.3086177110672,5.97862434387207,2.053173065185547,14.165096759796143,9.255444645881653,3.0252034664154053,4.1484375,0.5574454799999992,0.8115978239999999,11.207893293380737,5.177007145881653,0.068,0.07,11.765338773380735,5.988604969881653,1.7121241888286038,1.8883559306284785
