node,module,input_shape,output_shape,count,time_ms_sum,time_ms_avg,comm_mb_sum,comm_mb_avg,rounds_sum,rounds_avg
/transformer/h.4/attn/c_attn/Gemm_output_0,Gemm,"[(128, 768), (768, 2304), (2304,)]","(128, 2304)",1,79.544067,79.544067,28.5,28.5,1.0,1.0
/transformer/h.10/attn/c_attn/Gemm_output_0,Gemm,"[(128, 768), (768, 2304), (2304,)]","(128, 2304)",1,77.045679,77.045679,28.5,28.5,1.0,1.0
/transformer/h.2/attn/c_proj/Gemm_output_0,Gemm,"[(128, 768), (768, 768), (768,)]","(128, 768)",1,31.857729,31.857729,10.5,10.5,1.0,1.0
/transformer/h.4/attn/c_proj/Gemm_output_0,Gemm,"[(128, 768), (768, 768), (768,)]","(128, 768)",1,31.745672,31.745672,10.5,10.5,1.0,1.0
/transformer/h.7/attn/c_proj/Gemm_output_0,Gemm,"[(128, 768), (768, 768), (768,)]","(128, 768)",1,31.707048,31.707048,10.5,10.5,1.0,1.0
/transformer/h.5/attn/c_proj/Gemm_output_0,Gemm,"[(128, 768), (768, 768), (768,)]","(128, 768)",1,31.547546,31.547546,10.5,10.5,1.0,1.0
/transformer/h.1/attn/c_proj/Gemm_output_0,Gemm,"[(128, 768), (768, 768), (768,)]","(128, 768)",1,31.262636,31.262636,10.5,10.5,1.0,1.0
/transformer/h.0/attn/c_proj/Gemm_output_0,Gemm,"[(128, 768), (768, 768), (768,)]","(128, 768)",1,30.711412,30.711412,10.5,10.5,1.0,1.0
/transformer/h.9/attn/c_proj/Gemm_output_0,Gemm,"[(128, 768), (768, 768), (768,)]","(128, 768)",1,30.644894,30.644894,10.5,10.5,1.0,1.0
/transformer/h.11/attn/c_proj/Gemm_output_0,Gemm,"[(128, 768), (768, 768), (768,)]","(128, 768)",1,30.572653,30.572653,10.5,10.5,1.0,1.0
/transformer/h.6/attn/c_proj/Gemm_output_0,Gemm,"[(128, 768), (768, 768), (768,)]","(128, 768)",1,30.520439,30.520439,10.5,10.5,1.0,1.0
