label,op,count,time_ms,comm_mb,bw_gbps
gpt2_W_QKV,W_Q/K/V,36,111.75155999999966,198.18086399999999,14.187246352534181
gpt2_W_O,W_O,12,36.45864000000015,66.060288,14.495392697039652
gpt2_W_1,W_1,12,161.84928,235.9296,11.661694139139822
gpt2_W_2,W_2,12,189.95880000000002,264.241152,11.128356338321781
gpt2_QKT,Q@K^T,144,24.42527999999971,18.874367999999997,6.181912510317252
gpt2_scoresV,scores@V,144,33.001919999999686,28.311552,6.863007243215006
