label,op,count,time_ms,comm_mb,bw_gbps
gpt2_W_QKV,W_Q/K/V,36,73.87703999999906,198.18086399999999,21.460617696648647
gpt2_W_O,W_O,12,24.158879999999947,66.060288,21.87528163557256
gpt2_W_1,W_1,12,115.91904000000015,235.9296,16.282370868495782
gpt2_W_2,W_2,12,134.75591999999975,264.241152,15.687097205080146
gpt2_QKT,Q@K^T,144,14.7758399999998,18.874367999999997,10.21904297826736
gpt2_scoresV,scores@V,144,18.863999999999752,28.311552,12.006595419847486
