node,module,input_shape,output_shape,count,time_ms_sum,time_ms_avg,comm_mb_sum,comm_mb_avg,rounds_sum,rounds_avg
output,MatMul,"[(1, 128, 768), (768, 50257)]","(1, 128, 50257)",1,1701.560736,1701.560736,590.449219,590.449219,1.0,1.0
/transformer/h.1/mlp/c_proj/Gemm_output_0,Gemm,"[(128, 3072), (3072, 768), (768,)]","(128, 768)",1,116.222382,116.222382,42.0,42.0,1.0,1.0
/transformer/h.3/mlp/c_proj/Gemm_output_0,Gemm,"[(128, 3072), (3072, 768), (768,)]","(128, 768)",1,115.922451,115.922451,42.0,42.0,1.0,1.0
/transformer/h.6/mlp/c_proj/Gemm_output_0,Gemm,"[(128, 3072), (3072, 768), (768,)]","(128, 768)",1,115.890026,115.890026,42.0,42.0,1.0,1.0
/transformer/h.8/mlp/c_proj/Gemm_output_0,Gemm,"[(128, 3072), (3072, 768), (768,)]","(128, 768)",1,115.526199,115.526199,42.0,42.0,1.0,1.0
/transformer/h.9/mlp/c_proj/Gemm_output_0,Gemm,"[(128, 3072), (3072, 768), (768,)]","(128, 768)",1,115.487814,115.487814,42.0,42.0,1.0,1.0
/transformer/h.5/mlp/c_proj/Gemm_output_0,Gemm,"[(128, 3072), (3072, 768), (768,)]","(128, 768)",1,114.900351,114.900351,42.0,42.0,1.0,1.0
/transformer/h.11/mlp/c_proj/Gemm_output_0,Gemm,"[(128, 3072), (3072, 768), (768,)]","(128, 768)",1,114.547968,114.547968,42.0,42.0,1.0,1.0
/transformer/h.7/mlp/c_proj/Gemm_output_0,Gemm,"[(128, 3072), (3072, 768), (768,)]","(128, 768)",1,112.608433,112.608433,42.0,42.0,1.0,1.0
/transformer/h.10/mlp/c_proj/Gemm_output_0,Gemm,"[(128, 3072), (3072, 768), (768,)]","(128, 768)",1,110.553265,110.553265,42.0,42.0,1.0,1.0
/transformer/h.2/mlp/c_proj/Gemm_output_0,Gemm,"[(128, 3072), (3072, 768), (768,)]","(128, 768)",1,110.363722,110.363722,42.0,42.0,1.0,1.0
/transformer/h.3/mlp/c_fc/Gemm_output_0,Gemm,"[(128, 768), (768, 3072), (3072,)]","(128, 3072)",1,110.146523,110.146523,37.5,37.5,1.0,1.0
/transformer/h.0/mlp/c_proj/Gemm_output_0,Gemm,"[(128, 3072), (3072, 768), (768,)]","(128, 768)",1,109.491825,109.491825,42.0,42.0,1.0,1.0
/transformer/h.4/mlp/c_proj/Gemm_output_0,Gemm,"[(128, 3072), (3072, 768), (768,)]","(128, 768)",1,108.323097,108.323097,42.0,42.0,1.0,1.0
