model,shaft_total_s,shaft_total_comm_gb,shaft_linear_s,shaft_linear_comm_gb,shaft_nonlin_s,shaft_nonlin_comm_gb,shaft_gelu_s,shaft_gelu_comm_gb,brillm_linear_s,brillm_linear_comm_gb,brillm_nonlin_s,brillm_nonlin_comm_gb,brillm_gelu_s,brillm_gelu_comm_gb,brillm_total_s,brillm_total_comm_gb,online_speedup,online_comm_less
"GPT2-base, 12 layers",20.290289163589478,11.3086177110672,6.2333760261535645,2.053173065185547,14.056913137435913,9.255444645881653,3.089967727661133,4.1484375,0.5496899999999998,0.8115978239999999,11.03494540977478,5.177007145881653,0.068,0.07,11.58463540977478,5.988604969881653,1.751482756761522,1.8883559306284785
