label,op,count,time_ms,comm_mb,bw_gbps
llama_W_QKV,W_Q/K/V,96,11571.340800000002,12910.067712,8.925546613923945
llama_W_O,W_O,32,3839.932799999999,4303.355904,8.96548169592968
llama_W_gateup,W_gate/up,64,19968.371199999998,23102.226432,9.255527634422181
llama_W_down,W_down,32,10025.996799999999,11565.268992,9.228224762250074
llama_QKT,Q@K^T,1024,86.79424000000019,16.777216,1.5463898065125024
llama_scoresV,scores@V,1024,71.90527999999962,8.912896,0.9916263172885269
