idx,node,module,input_shape,output_shape,time_ms,comm_mb,rounds
42,/model/layers.4/self_attn/MatMul_1_output_0,MatMul,"[(1, 32, 8, 8), (1, 32, 8, 128)]","(1, 32, 8, 128)",4.410267,0.53125,1.0
43,/model/layers.4/self_attn/o_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 4096)]","(1, 8, 4096)",374.610901,256.5,1.0
44,/model/layers.4/mlp/gate_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 11008)]","(1, 8, 11008)",944.396496,688.5,1.0
45,/model/layers.4/mlp/up_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 11008)]","(1, 8, 11008)",953.286648,688.5,1.0
46,/model/layers.4/mlp/down_proj/MatMul_output_0,MatMul,"[(1, 8, 11008), (11008, 4096)]","(1, 8, 4096)",1003.535271,689.34375,1.0
47,/model/layers.5/self_attn/q_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 4096)]","(1, 8, 4096)",355.979204,256.5,1.0
48,/model/layers.5/self_attn/k_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 4096)]","(1, 8, 4096)",356.972933,256.5,1.0
49,/model/layers.5/self_attn/v_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 4096)]","(1, 8, 4096)",355.370045,256.5,1.0
50,/model/layers.5/self_attn/MatMul_output_0,MatMul,"[(1, 32, 8, 128), (1, 32, 128, 8)]","(1, 32, 8, 8)",6.211042,1.0,1.0
51,/model/layers.5/self_attn/MatMul_1_output_0,MatMul,"[(1, 32, 8, 8), (1, 32, 8, 128)]","(1, 32, 8, 128)",4.520416,0.53125,1.0
52,/model/layers.5/self_attn/o_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 4096)]","(1, 8, 4096)",350.235462,256.5,1.0
53,/model/layers.5/mlp/gate_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 11008)]","(1, 8, 11008)",952.356577,688.5,1.0
54,/model/layers.5/mlp/up_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 11008)]","(1, 8, 11008)",983.683825,688.5,1.0
55,/model/layers.5/mlp/down_proj/MatMul_output_0,MatMul,"[(1, 8, 11008), (11008, 4096)]","(1, 8, 4096)",985.584021,689.34375,1.0
56,/model/layers.6/self_attn/q_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 4096)]","(1, 8, 4096)",368.963718,256.5,1.0
57,/model/layers.6/self_attn/k_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 4096)]","(1, 8, 4096)",373.518467,256.5,1.0
58,/model/layers.6/self_attn/v_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 4096)]","(1, 8, 4096)",360.80718,256.5,1.0
59,/model/layers.6/self_attn/MatMul_output_0,MatMul,"[(1, 32, 8, 128), (1, 32, 128, 8)]","(1, 32, 8, 8)",7.592201,1.0,1.0
60,/model/layers.6/self_attn/MatMul_1_output_0,MatMul,"[(1, 32, 8, 8), (1, 32, 8, 128)]","(1, 32, 8, 128)",4.417419,0.53125,1.0
61,/model/layers.6/self_attn/o_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 4096)]","(1, 8, 4096)",370.544434,256.5,1.0
62,/model/layers.6/mlp/gate_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 11008)]","(1, 8, 11008)",959.518194,688.5,1.0
63,/model/layers.6/mlp/up_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 11008)]","(1, 8, 11008)",982.409239,688.5,1.0
64,/model/layers.6/mlp/down_proj/MatMul_output_0,MatMul,"[(1, 8, 11008), (11008, 4096)]","(1, 8, 4096)",972.78285,689.34375,1.0
65,/model/layers.7/self_attn/q_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 4096)]","(1, 8, 4096)",356.754541,256.5,1.0
66,/model/layers.7/self_attn/k_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 4096)]","(1, 8, 4096)",370.130301,256.5,1.0
67,/model/layers.7/self_attn/v_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 4096)]","(1, 8, 4096)",354.943991,256.5,1.0
68,/model/layers.7/self_attn/MatMul_output_0,MatMul,"[(1, 32, 8, 128), (1, 32, 128, 8)]","(1, 32, 8, 8)",5.812407,1.0,1.0
69,/model/layers.7/self_attn/MatMul_1_output_0,MatMul,"[(1, 32, 8, 8), (1, 32, 8, 128)]","(1, 32, 8, 128)",4.478455,0.53125,1.0
70,/model/layers.7/self_attn/o_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 4096)]","(1, 8, 4096)",363.130569,256.5,1.0
71,/model/layers.7/mlp/gate_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 11008)]","(1, 8, 11008)",931.697369,688.5,1.0
72,/model/layers.7/mlp/up_proj/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 11008)]","(1, 8, 11008)",956.934452,688.5,1.0
73,/model/layers.7/mlp/down_proj/MatMul_output_0,MatMul,"[(1, 8, 11008), (11008, 4096)]","(1, 8, 4096)",941.283464,689.34375,1.0
74,/lm_head/MatMul_output_0,MatMul,"[(1, 8, 4096), (4096, 32000)]","(1, 8, 32000)",2805.713654,2000.5,1.0
