model,shaft_total_s,shaft_total_comm_gb,shaft_linear_s,shaft_linear_comm_gb,shaft_nonlin_s,shaft_nonlin_comm_gb,shaft_silu_s,shaft_silu_comm_gb,brillm_linear_s,brillm_linear_comm_gb,brillm_nonlin_s,brillm_nonlin_comm_gb,brillm_silu_s,brillm_silu_comm_gb,brillm_total_s,brillm_total_comm_gb,online_speedup,online_comm_less
"LLaMA-2-7B, seq=8, 32 layers projected from 8 layers",169.42300629615784,109.24128782749176,147.61830806732178,104.498046875,21.80469822883606,4.74324095249176,2.87893009185791,2.4775390625,45.56434112,51.906609151999994,19.87567925453186,2.3076940774917603,0.21367263793945312,0.0419921875,65.44002037453185,54.214303229491755,2.588981563980295,2.0149901653271853
