label,source_log,compact_total_s,compact_comm_gb,bench_latency_s,bench_comm_gb,total_running_time_s,embedding_time_s,matmul_time_s,softmax_time_s,silu_time_s,layernorm_time_s,tanh_time_s,conv_time_s,other_time_s,total_comm_time_s,embedding_comm_time_s,matmul_comm_time_s,softmax_comm_time_s,silu_comm_time_s,layernorm_comm_time_s,tanh_comm_time_s,conv_comm_time_s,other_comm_time_s,total_comm_bytes_gb,embedding_comm_bytes_gb,matmul_comm_bytes_gb,softmax_comm_bytes_gb,silu_comm_bytes_gb,layernorm_comm_bytes_gb,tanh_comm_bytes_gb,conv_comm_bytes_gb,other_comm_bytes_gb,total_comm_rounds,embedding_comm_rounds,matmul_comm_rounds,softmax_comm_rounds,silu_comm_rounds,layernorm_comm_rounds,tanh_comm_rounds,conv_comm_rounds,other_comm_rounds
llama2_fourier,/home/ylu18/luoresearch/2PC/results/llama2_experiment_20260505_032704/shaft_llama2_seq8_8layer_fourier.log,44.26,28.78,44.26,28.78,45.302523136138916,3.9290287494659424,36.904577016830444,0.7289829254150391,0.7197325229644775,0.0,0.0,0.0,6.079673767089844e-05,18.676937328651547,2.2864514710381627,14.624466565437615,0.3160957619547844,0.5279776817187667,0.0,0.0,0.0,0.9863919396884739,28.778026819229126,1.9569398164749146,26.12451171875,0.02978515625,0.619384765625,0.0,0.0,0.0,0.047405362129211426,1997,2,73,328,152,0,0,0,1442
llama2_d2poly,/home/ylu18/luoresearch/2PC/results/llama2_experiment_20260505_032704/shaft_llama2_seq8_8layer_d2poly.log,45.9,28.17,45.9,28.17,45.90220022201538,4.32339882850647,37.69073128700256,0.7531945705413818,0.05341815948486328,0.0,0.0,0.0,6.175041198730469e-05,19.50957072339952,2.691134428139776,15.388835878577083,0.33760962914675474,0.028259168844670057,0.0,0.0,0.0,1.0637316186912358,28.169140100479126,1.9569398164749146,26.12451171875,0.02978515625,0.010498046875,0.0,0.0,0.0,0.047405362129211426,1853,2,73,328,8,0,0,0,1442
